confintID,intyear,endint,locationid1,conflictID,external_nameid,actorID,support,country1,external_name,rebel,direct,directdate,directyear,directsource,directtext,directnote,proxy,proxydate,proxyyear,proxysource,proxytext,proxynote,indirect,indirectdate,indirectyear,indirectsource,indirecttext,indirectnote,covert,covertdate,covertyear,covertsource,coverttext,covertnote,threat,threatdate,threatyear,threatsource,threattext,threatnote,ambiguous,ambiguousdate,ambiguousyear,ambiguoussource,ambiguoustext,ambiguousnote,startdate,startdate2,ependdate,starty,startm,startd,st2y,st2m,st2d,endy,endm,endd,related,coder,alleged
246,1985,1988,700,137,200,1138,2,Afghanistan,United Kingdom,Mahaz-i Milli-yi Islami-yi Afghanistan,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
247,1985,1988,700,137,200,1139,2,Afghanistan,United Kingdom,Ittihad-i Islami Bara-yi Azadi-yi Afghanistan,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
248,1985,1988,700,137,200,1141,2,Afghanistan,United Kingdom,Hizb-i Islami-yi Afghanistan,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
249,2001,2001,700,137,200,1147,3,Afghanistan,United Kingdom,UIFSA,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
250,2001,2001,700,137,210,1147,3,Afghanistan,Netherlands,UIFSA,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
251,2001,2001,700,137,220,1147,3,Afghanistan,France,UIFSA,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
252,2001,2001,700,137,260,1147,3,Afghanistan,Germany,UIFSA,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
253,2001,2001,700,137,290,1147,3,Afghanistan,Poland,UIFSA,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
254,2001,2001,700,137,325,1147,3,Afghanistan,Italy,UIFSA,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
255,1996,2001,700,137,365,1147,3,Afghanistan,Russia,UIFSA,0,0,,,,,0,0,,,,,1,2001,2001,MID 4283.,,Taliban fired on Russian border post on the Tajik-Afghan border (prior to invasion),0,0,,,,,1,09/06/1998,1998,"""Taliban warn Russia, Uzbekistan of interference in Afghanistan,"" Xinhua News, 09/06/1998",,Vague threat to keep Russia and Uzbekistan out,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
256,1980,1980,700,137,630,1134,2,Afghanistan,Iran,Jamiyyat-i Islami-yi Afghanistan ,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1980,1980,"MID 3017, display of planes. Also, ""Military Experts Speculate On Logical Route of Soviets to Iran,"" AP, 1/16/1980",,"Speculation, but Soviet military presence on Iranian border referenced by both Iranian leaders and Chinese state media.",1,1980,1980,http://armstrade.sipri.org/armstrade/html/export_values.php,,"USSR sent guns to Iraq during Iran-Iraq war, but that might not be directly tied to Iranian support for Mujahideen",1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
257,1980,1980,700,137,630,1136,2,Afghanistan,Iran,Hizb-i Islami-yi Afghanistan - Khalis faction,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1980,1980,"MID 3017, display of planes. Also, ""Military Experts Speculate On Logical Route of Soviets to Iran,"" AP, 1/16/1980",,"Speculation, but Soviet military presence on Iranian border referenced by both Iranian leaders and Chinese state media.",1,1980,1980,http://armstrade.sipri.org/armstrade/html/export_values.php,,"USSR sent guns to Iraq during Iran-Iraq war, but that might not be directly tied to Iranian support for Mujahideen",1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
258,1980,1980,700,137,630,1137,2,Afghanistan,Iran,Jabha-yi Nijat-i Milli-yi Afghanistan,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1980,1980,"MID 3017, display of planes. Also, ""Military Experts Speculate On Logical Route of Soviets to Iran,"" AP, 1/16/1980",,"Speculation, but Soviet military presence on Iranian border referenced by both Iranian leaders and Chinese state media.",1,1980,1980,http://armstrade.sipri.org/armstrade/html/export_values.php,,"USSR sent guns to Iraq during Iran-Iraq war, but that might not be directly tied to Iranian support for Mujahideen",1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
259,1980,1980,700,137,630,1141,2,Afghanistan,Iran,Hizb-i Islami-yi Afghanistan,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1980,1980,"MID 3017, display of planes. Also, ""Military Experts Speculate On Logical Route of Soviets to Iran,"" AP, 1/16/1980",,"Speculation, but Soviet military presence on Iranian border referenced by both Iranian leaders and Chinese state media.",1,1980,1980,http://armstrade.sipri.org/armstrade/html/export_values.php,,"USSR sent guns to Iraq during Iran-Iraq war, but that might not be directly tied to Iranian support for Mujahideen",1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
260,1989,1994,700,137,630,1142,2,Afghanistan,Iran,Hizb-i Wahdat,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
261,1993,1995,700,137,630,1144,2,Afghanistan,Iran,Junbish-i Milli-yi Islami,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
263,1996,2001,700,137,630,1147,2,Afghanistan,Iran,UIFSA,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,8/1/1998,1998,"MID 4160; ""Iran-Afghan Crisis Worsens,"" AFP, 9/11/1998",,"Taliban escalated internally (allegedly) by killing Iranians, which then led to border standoff, mobilization on both sides. Might be construed as threat against Iran. This was a big crisis at the time.",1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
265,2000,2001,700,137,640,1147,3,Afghanistan,Turkey,UIFSA,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
266,1979,1981,700,137,651,1134,2,Afghanistan,Egypt,Jamiyyat-i Islami-yi Afghanistan ,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1981,1981,"""Egypt-Soviet relations close to total break,"" UPI, 9/16/1981","The Cabinet statement accused Soviet spies of posing as diplomats and engaging in subversive activities ''with intelligence services and embassies of a number of Eastern Bloc countries as well as local Communists and international Communist movements.'' It said Soviets stirred up ''seditions and conflicts'' between Moslems and the Coptic Christian minority that led to Sadat's crackdown on religious fanatics and political opponents, including the arrest of 1,536 people. The government said the Soviets made ''suspicious contacts'' with the president's political opponents and recruited Egyptians to spy on ''political, religious, economic and military conditions touching on state security.''",Accusations of covert operations,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,"hil, ms",0
267,1980,1981,700,137,651,1135,2,Afghanistan,Egypt,Harakat-i Inqilab-i Islami-yi Afghanistan,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1981,1981,"""Egypt-Soviet relations close to total break,"" UPI, 9/16/1981","The Cabinet statement accused Soviet spies of posing as diplomats and engaging in subversive activities ''with intelligence services and embassies of a number of Eastern Bloc countries as well as local Communists and international Communist movements.'' It said Soviets stirred up ''seditions and conflicts'' between Moslems and the Coptic Christian minority that led to Sadat's crackdown on religious fanatics and political opponents, including the arrest of 1,536 people. The government said the Soviets made ''suspicious contacts'' with the president's political opponents and recruited Egyptians to spy on ''political, religious, economic and military conditions touching on state security.''",Accusations of covert operations,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
268,1980,1981,700,137,651,1136,2,Afghanistan,Egypt,Hizb-i Islami-yi Afghanistan - Khalis faction,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1981,1981,"""Egypt-Soviet relations close to total break,"" UPI, 9/16/1981","The Cabinet statement accused Soviet spies of posing as diplomats and engaging in subversive activities ''with intelligence services and embassies of a number of Eastern Bloc countries as well as local Communists and international Communist movements.'' It said Soviets stirred up ''seditions and conflicts'' between Moslems and the Coptic Christian minority that led to Sadat's crackdown on religious fanatics and political opponents, including the arrest of 1,536 people. The government said the Soviets made ''suspicious contacts'' with the president's political opponents and recruited Egyptians to spy on ''political, religious, economic and military conditions touching on state security.''",Accusations of covert operations,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
269,1980,1981,700,137,651,1137,2,Afghanistan,Egypt,Jabha-yi Nijat-i Milli-yi Afghanistan,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1981,1981,"""Egypt-Soviet relations close to total break,"" UPI, 9/16/1981","The Cabinet statement accused Soviet spies of posing as diplomats and engaging in subversive activities ''with intelligence services and embassies of a number of Eastern Bloc countries as well as local Communists and international Communist movements.'' It said Soviets stirred up ''seditions and conflicts'' between Moslems and the Coptic Christian minority that led to Sadat's crackdown on religious fanatics and political opponents, including the arrest of 1,536 people. The government said the Soviets made ''suspicious contacts'' with the president's political opponents and recruited Egyptians to spy on ''political, religious, economic and military conditions touching on state security.''",Accusations of covert operations,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
270,1980,1981,700,137,651,1138,2,Afghanistan,Egypt,Mahaz-i Milli-yi Islami-yi Afghanistan,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1981,1981,"""Egypt-Soviet relations close to total break,"" UPI, 9/16/1981","The Cabinet statement accused Soviet spies of posing as diplomats and engaging in subversive activities ''with intelligence services and embassies of a number of Eastern Bloc countries as well as local Communists and international Communist movements.'' It said Soviets stirred up ''seditions and conflicts'' between Moslems and the Coptic Christian minority that led to Sadat's crackdown on religious fanatics and political opponents, including the arrest of 1,536 people. The government said the Soviets made ''suspicious contacts'' with the president's political opponents and recruited Egyptians to spy on ''political, religious, economic and military conditions touching on state security.''",Accusations of covert operations,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
271,1981,1981,700,137,651,1139,2,Afghanistan,Egypt,Ittihad-i Islami Bara-yi Azadi-yi Afghanistan,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1981,1981,"""Egypt-Soviet relations close to total break,"" UPI, 9/16/1981","The Cabinet statement accused Soviet spies of posing as diplomats and engaging in subversive activities ''with intelligence services and embassies of a number of Eastern Bloc countries as well as local Communists and international Communist movements.'' It said Soviets stirred up ''seditions and conflicts'' between Moslems and the Coptic Christian minority that led to Sadat's crackdown on religious fanatics and political opponents, including the arrest of 1,536 people. The government said the Soviets made ''suspicious contacts'' with the president's political opponents and recruited Egyptians to spy on ''political, religious, economic and military conditions touching on state security.''",Accusations of covert operations,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
272,1980,1981,700,137,651,1141,2,Afghanistan,Egypt,Hizb-i Islami-yi Afghanistan,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1981,1981,"""Egypt-Soviet relations close to total break,"" UPI, 9/16/1981","The Cabinet statement accused Soviet spies of posing as diplomats and engaging in subversive activities ''with intelligence services and embassies of a number of Eastern Bloc countries as well as local Communists and international Communist movements.'' It said Soviets stirred up ''seditions and conflicts'' between Moslems and the Coptic Christian minority that led to Sadat's crackdown on religious fanatics and political opponents, including the arrest of 1,536 people. The government said the Soviets made ''suspicious contacts'' with the president's political opponents and recruited Egyptians to spy on ''political, religious, economic and military conditions touching on state security.''",Accusations of covert operations,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
273,2001,2001,700,137,663,1147,3,Afghanistan,Jordan,UIFSA,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
274,1979,1992,700,137,670,1134,2,Afghanistan,Saudi Arabia,Jamiyyat-i Islami-yi Afghanistan ,0,0,,,,,0,0,,,,,1,1980s,1982,"""An Intelligence Assessment, July 1982""",,"Shellings of Pakistani border stations, etc.",0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
275,1980,1988,700,137,670,1135,2,Afghanistan,Saudi Arabia,Harakat-i Inqilab-i Islami-yi Afghanistan,0,0,,,,,0,0,,,,,1,1980s,1982,"""An Intelligence Assessment, July 1982""",,"Shellings of Pakistani border stations, etc.",0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
276,1980,1991,700,137,670,1136,2,Afghanistan,Saudi Arabia,Hizb-i Islami-yi Afghanistan - Khalis faction,0,0,,,,,0,0,,,,,1,1980s,1982,"""An Intelligence Assessment, July 1982""",,"Shellings of Pakistani border stations, etc.",0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
277,1980,1988,700,137,670,1137,2,Afghanistan,Saudi Arabia,Jabha-yi Nijat-i Milli-yi Afghanistan,0,0,,,,,0,0,,,,,1,1980s,1982,"""An Intelligence Assessment, July 1982""",,"Shellings of Pakistani border stations, etc.",0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
278,1980,1989,700,137,670,1138,2,Afghanistan,Saudi Arabia,Mahaz-i Milli-yi Islami-yi Afghanistan,0,0,,,,,0,0,,,,,1,1980s,1982,"""An Intelligence Assessment, July 1982""",,"Shellings of Pakistani border stations, etc.",0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
279,1981,1988,700,137,670,1139,2,Afghanistan,Saudi Arabia,Ittihad-i Islami Bara-yi Azadi-yi Afghanistan,0,0,,,,,0,0,,,,,1,1980s,1982,"""An Intelligence Assessment, July 1982""",,"Shellings of Pakistani border stations, etc.",0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
280,1980,1992,700,137,670,1141,2,Afghanistan,Saudi Arabia,Hizb-i Islami-yi Afghanistan,0,0,,,,,0,0,,,,,1,1980s,1982,"""An Intelligence Assessment, July 1982""",,"Shellings of Pakistani border stations, etc.",0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
282,1996,1996,700,137,670,1146,2,Afghanistan,Saudi Arabia,Taleban,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
283,1996,1996,700,137,692,1146,2,Afghanistan,Bahrain,Taleban,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
284,1996,1996,700,137,694,1146,2,Afghanistan,Qatar,Taleban,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
285,1997,2001,700,137,702,1147,2,Afghanistan,Tajikistan,UIFSA,1,2001,2001,MID 4283.,Taliban fired on Russian border post on the Tajik-Afghan border (prior to invasion),,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
286,1993,1995,700,137,704,1144,2,Afghanistan,Uzbekistan,Junbish-i Milli-yi Islami,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,10/29/1994,1994,"(November 19, 1994, Saturday). Rabbani's government says Uzbekistan interfering in Afghan affairs. BBC Summary of World Broadcasts. ","The government of the Afghan president, Borhanoddin Rabbani, has warned that it will retaliate against Uzbekistan if it persists in its ""interference in Afghanistan's internal affairs"" .",Threatened retaliation for Uzbek support of rebels,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,"hil, ms",0
287,1996,1996,700,137,704,1146,2,Afghanistan,Uzbekistan,Taleban,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
288,1996,1999,700,137,704,1147,2,Afghanistan,Uzbekistan,UIFSA,0,0,,,,,1,1999,1999,"UCDP External, #6093",,IMU given access to territory. Related to MIDs in mid/late 90s between AFG and Russia and CA republics,0,0,,,,,0,0,,,,,1,09/06/1998,1998,"""Taliban warn Russia, Uzbekistan of interference in Afghanistan,"" Xinhua News, 09/06/1998",,Vague threat to keep Russia and Uzbekistan out,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
289,1979,1988,700,137,710,1134,2,Afghanistan,China,Jamiyyat-i Islami-yi Afghanistan ,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,"hil, ms",0
290,1980,1988,700,137,710,1135,2,Afghanistan,China,Harakat-i Inqilab-i Islami-yi Afghanistan,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
291,1980,1988,700,137,710,1136,2,Afghanistan,China,Hizb-i Islami-yi Afghanistan - Khalis faction,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
292,1980,1988,700,137,710,1137,2,Afghanistan,China,Jabha-yi Nijat-i Milli-yi Afghanistan,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
293,1980,1988,700,137,710,1138,2,Afghanistan,China,Mahaz-i Milli-yi Islami-yi Afghanistan,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
294,1981,1988,700,137,710,1139,2,Afghanistan,China,Ittihad-i Islami Bara-yi Azadi-yi Afghanistan,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
295,1980,1988,700,137,710,1141,2,Afghanistan,China,Hizb-i Islami-yi Afghanistan,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
296,2001,2001,700,137,740,1147,3,Afghanistan,Japan,UIFSA,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
298,1996,2001,700,137,750,1147,2,Afghanistan,India,UIFSA,0,0,,,,,1,1998,1998,"""Sources say 24 killed in Afghanistan,"" AP, 8/21/1998","""Pakistan-based Harkat-ul-Mujahedeen told NNI its fighters were in Afghanistan training to fight in India.""",Taliban providing training and sanctuary to terrorist group attacking India in Kashmir,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
300,1979,1992,700,137,770,1134,2,Afghanistan,Pakistan,Jamiyyat-i Islami-yi Afghanistan ,1,1982,1982,"""An Intelligence Assessment, July 1982""",,"Shellings of border stations, etc.",1,Early 1980s,1981,"Mitrokhin, pp. 355-67; ""KGB Active Measures in Southwest Asia in 1980-82 ,"" April, 2004, History and Public Policy Program Digital Archive, Contributed to CWIHP by Vasili Mitrokhin and first published in CWIHP Bulletin 14/15. https://digitalarchive.wilsoncenter.org/document/110013",,Support for rebel groups in Pakistan. Proxy year coded as first year of operations TORKHAM and GVADAR.,0,0,,,,,1,1981,1981,"Mitrokhin, pp. 355-67; ""KGB Active Measures in Southwest Asia in 1980-82 ,"" April, 2004, History and Public Policy Program Digital Archive, Contributed to CWIHP by Vasili Mitrokhin and first published in CWIHP Bulletin 14/15. https://digitalarchive.wilsoncenter.org/document/110013",,"Assassination attempts against Zia, but also broader active measure operations (TORKHAM and GVADAR).",1,07/13/1987,1987,"""Afghan Envoy Warns Pakistan Against Rebel Attacks,"" UIP, 7/13/1987","""Afghanistan will attack Moslem rebel bases in neighboring Pakistan unless the guerrillas halt rocket barrages on the capital Kabul, the Afghan ambassador to India warned.""",Numerous,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
301,1980,1988,700,137,770,1135,2,Afghanistan,Pakistan,Harakat-i Inqilab-i Islami-yi Afghanistan,1,1982,1982,"""An Intelligence Assessment, July 1982""",,"Shellings of border stations, etc.",1,Early 1980s,1981,"Mitrokhin, pp. 355-67; ""KGB Active Measures in Southwest Asia in 1980-82 ,"" April, 2004, History and Public Policy Program Digital Archive, Contributed to CWIHP by Vasili Mitrokhin and first published in CWIHP Bulletin 14/15. https://digitalarchive.wilsoncenter.org/document/110013",,Support for rebel groups in Pakistan. Proxy year coded as first year of operations TORKHAM and GVADAR.,0,0,,,,,1,1981,1981,"Mitrokhin, pp. 355-67; ""KGB Active Measures in Southwest Asia in 1980-82 ,"" April, 2004, History and Public Policy Program Digital Archive, Contributed to CWIHP by Vasili Mitrokhin and first published in CWIHP Bulletin 14/15. https://digitalarchive.wilsoncenter.org/document/110013",,"Assassination attempts against Zia, but also broader active measure operations (TORKHAM and GVADAR).",1,07/13/1987,1987,"""Afghan Envoy Warns Pakistan Against Rebel Attacks,"" UIP, 7/13/1987","""Afghanistan will attack Moslem rebel bases in neighboring Pakistan unless the guerrillas halt rocket barrages on the capital Kabul, the Afghan ambassador to India warned.""",Numerous,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
302,1980,1991,700,137,770,1136,2,Afghanistan,Pakistan,Hizb-i Islami-yi Afghanistan - Khalis faction,1,1982,1982,"""An Intelligence Assessment, July 1982""",,"Shellings of border stations, etc.",1,Early 1980s,1981,"Mitrokhin, pp. 355-67; ""KGB Active Measures in Southwest Asia in 1980-82 ,"" April, 2004, History and Public Policy Program Digital Archive, Contributed to CWIHP by Vasili Mitrokhin and first published in CWIHP Bulletin 14/15. https://digitalarchive.wilsoncenter.org/document/110013",,Support for rebel groups in Pakistan. Proxy year coded as first year of operations TORKHAM and GVADAR.,0,0,,,,,1,1981,1981,"Mitrokhin, pp. 355-67; ""KGB Active Measures in Southwest Asia in 1980-82 ,"" April, 2004, History and Public Policy Program Digital Archive, Contributed to CWIHP by Vasili Mitrokhin and first published in CWIHP Bulletin 14/15. https://digitalarchive.wilsoncenter.org/document/110013",,"Assassination attempts against Zia, but also broader active measure operations (TORKHAM and GVADAR).",1,07/13/1987,1987,"""Afghan Envoy Warns Pakistan Against Rebel Attacks,"" UIP, 7/13/1987","""Afghanistan will attack Moslem rebel bases in neighboring Pakistan unless the guerrillas halt rocket barrages on the capital Kabul, the Afghan ambassador to India warned.""",Numerous,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
303,1980,1988,700,137,770,1137,2,Afghanistan,Pakistan,Jabha-yi Nijat-i Milli-yi Afghanistan,1,1982,1982,"""An Intelligence Assessment, July 1982""",,"Shellings of border stations, etc.",1,Early 1980s,1981,"Mitrokhin, pp. 355-67; ""KGB Active Measures in Southwest Asia in 1980-82 ,"" April, 2004, History and Public Policy Program Digital Archive, Contributed to CWIHP by Vasili Mitrokhin and first published in CWIHP Bulletin 14/15. https://digitalarchive.wilsoncenter.org/document/110013",,Support for rebel groups in Pakistan. Proxy year coded as first year of operations TORKHAM and GVADAR.,0,0,,,,,1,1981,1981,"Mitrokhin, pp. 355-67; ""KGB Active Measures in Southwest Asia in 1980-82 ,"" April, 2004, History and Public Policy Program Digital Archive, Contributed to CWIHP by Vasili Mitrokhin and first published in CWIHP Bulletin 14/15. https://digitalarchive.wilsoncenter.org/document/110013",,"Assassination attempts against Zia, but also broader active measure operations (TORKHAM and GVADAR).",1,07/13/1987,1987,"""Afghan Envoy Warns Pakistan Against Rebel Attacks,"" UIP, 7/13/1987","""Afghanistan will attack Moslem rebel bases in neighboring Pakistan unless the guerrillas halt rocket barrages on the capital Kabul, the Afghan ambassador to India warned.""",Numerous,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
304,1980,1989,700,137,770,1138,2,Afghanistan,Pakistan,Mahaz-i Milli-yi Islami-yi Afghanistan,1,1982,1982,"""An Intelligence Assessment, July 1982""",,"Shellings of border stations, etc.",1,Early 1980s,1981,"Mitrokhin, pp. 355-67; ""KGB Active Measures in Southwest Asia in 1980-82 ,"" April, 2004, History and Public Policy Program Digital Archive, Contributed to CWIHP by Vasili Mitrokhin and first published in CWIHP Bulletin 14/15. https://digitalarchive.wilsoncenter.org/document/110013",,Support for rebel groups in Pakistan. Proxy year coded as first year of operations TORKHAM and GVADAR.,0,0,,,,,1,1981,1981,"Mitrokhin, pp. 355-67; ""KGB Active Measures in Southwest Asia in 1980-82 ,"" April, 2004, History and Public Policy Program Digital Archive, Contributed to CWIHP by Vasili Mitrokhin and first published in CWIHP Bulletin 14/15. https://digitalarchive.wilsoncenter.org/document/110013",,"Assassination attempts against Zia, but also broader active measure operations (TORKHAM and GVADAR).",1,07/13/1987,1987,"""Afghan Envoy Warns Pakistan Against Rebel Attacks,"" UIP, 7/13/1987","""Afghanistan will attack Moslem rebel bases in neighboring Pakistan unless the guerrillas halt rocket barrages on the capital Kabul, the Afghan ambassador to India warned.""",Numerous,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
